City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date,Current Description
223,Ravar,IR,31.2656,56.8055,68.68,15,0,4.92,2021-10-19 21:01:21,clear sky
224,Pevek,RU,69.7008,170.3133,15.31,92,100,15.26,2021-10-19 21:01:24,overcast clouds
225,Ridgecrest,US,35.6225,-117.6709,71.69,18,0,2.93,2021-10-19 21:01:26,clear sky
226,Oudtshoorn,ZA,-33.5907,22.2014,59.29,65,0,2.46,2021-10-19 21:01:29,clear sky
227,Kisvarda,HU,48.2167,22.0833,50.07,69,35,7.0,2021-10-19 21:01:32,scattered clouds
228,Sept-Iles,CA,50.2001,-66.3821,49.05,94,90,5.75,2021-10-19 20:56:52,light intensity drizzle
229,Vyartsilya,RU,62.1764,30.693,29.28,83,98,2.37,2021-10-19 21:01:37,overcast clouds
230,Ulaangom,MN,49.9811,92.0667,31.57,70,0,2.37,2021-10-19 21:01:39,clear sky
231,Kolyshley,RU,52.7005,44.5367,40.12,83,86,7.81,2021-10-19 21:01:42,overcast clouds
232,Francistown,BW,-21.17,27.5079,53.4,82,96,16.24,2021-10-19 21:01:44,overcast clouds
233,Kinango,KE,-4.1372,39.3153,70.11,96,69,3.89,2021-10-19 21:01:47,broken clouds
234,Totness,SR,5.8833,-56.3167,82.04,74,62,10.71,2021-10-19 21:01:49,broken clouds
235,Asyut,EG,27.181,31.1837,74.8,41,98,11.97,2021-10-19 21:00:29,overcast clouds
236,Dudinka,RU,69.4058,86.1778,31.35,97,100,10.31,2021-10-19 21:01:54,light snow
237,Cananeia,BR,-25.0147,-47.9267,61.57,86,100,8.55,2021-10-19 21:01:57,overcast clouds
238,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,73,0,4.5,2021-10-19 21:01:59,clear sky
239,Airai,TL,-8.9266,125.4092,60.91,71,53,2.77,2021-10-19 21:02:02,broken clouds
240,Pobe,BJ,6.9801,2.6649,74.61,93,84,5.06,2021-10-19 21:02:05,broken clouds
241,Hailar,CN,49.2,119.7,25.83,80,7,3.71,2021-10-19 21:01:45,clear sky
242,Padang,ID,-0.9492,100.3543,77.34,89,98,3.31,2021-10-19 20:49:15,overcast clouds
243,Mehamn,NO,71.0357,27.8492,30.13,72,96,3.85,2021-10-19 21:02:12,light snow
244,Miles City,US,46.4083,-105.8406,41.5,81,90,10.36,2021-10-19 21:02:14,overcast clouds
245,Mutis,CO,6.2262,-77.4044,80.1,84,99,8.7,2021-10-19 21:02:17,light rain
246,Pavlovskaya Sloboda,RU,55.8156,37.0828,37.26,91,79,8.19,2021-10-19 21:02:19,broken clouds
247,High Level,CA,58.5169,-117.136,42.98,54,71,9.24,2021-10-19 21:02:22,broken clouds
248,West Wendover,US,40.7391,-114.0733,55.17,40,7,4.05,2021-10-19 21:02:25,clear sky
249,Erenhot,CN,43.6475,111.9767,33.37,35,1,1.12,2021-10-19 21:02:29,clear sky
250,Turukhansk,RU,65.8167,87.9833,36.72,96,100,14.92,2021-10-19 21:02:32,light rain
251,Siilinjarvi,FI,63.0833,27.6667,28.42,86,0,4.61,2021-10-19 21:02:35,clear sky
252,Ponta Do Sol,PT,32.6667,-17.1,77.0,74,100,3.15,2021-10-19 21:02:37,overcast clouds
253,Longyearbyen,SJ,78.2186,15.6401,10.0,78,10,2.71,2021-10-19 21:02:40,clear sky
254,Kearney,US,40.6995,-99.0815,76.15,30,1,19.84,2021-10-19 20:58:13,clear sky
255,Celestun,MX,20.8667,-90.4,84.38,65,100,10.94,2021-10-19 21:02:44,overcast clouds
256,Mount Gambier,AU,-37.8333,140.7667,45.82,85,100,7.36,2021-10-19 21:02:47,overcast clouds
257,Vostok,RU,46.4856,135.8833,12.27,79,3,2.28,2021-10-19 20:57:35,clear sky
258,San Isidro,PE,-12.1167,-77.05,64.26,79,43,3.0,2021-10-19 21:02:52,scattered clouds
259,Tambura,SS,5.6,27.4667,70.14,87,100,3.0,2021-10-19 21:00:30,overcast clouds
260,Northam,GB,51.0333,-4.2167,61.66,97,100,12.53,2021-10-19 21:02:56,light rain
261,Saint-Augustin,CA,51.226,-58.6502,43.45,96,100,17.49,2021-10-19 21:02:59,overcast clouds
262,Plouzane,FR,48.3833,-4.6167,62.92,91,75,20.71,2021-10-19 21:03:01,moderate rain
263,Chuy,UY,-33.6971,-53.4616,60.85,69,30,10.56,2021-10-19 21:03:04,scattered clouds
264,Saldanha,ZA,-33.0117,17.9442,63.01,62,0,10.69,2021-10-19 21:03:07,clear sky
265,Khandyga,RU,62.6667,135.6,10.71,93,100,5.39,2021-10-19 21:03:10,light snow
266,Aanekoski,FI,62.6946,25.818,30.27,100,100,6.33,2021-10-19 21:03:12,overcast clouds
267,Lavrentiya,RU,65.5833,-171.0,29.08,96,100,17.49,2021-10-19 21:03:17,snow
268,Dingle,PH,10.9995,122.6711,75.51,94,100,4.74,2021-10-19 21:03:19,moderate rain
269,Karratha,AU,-20.7377,116.8463,66.18,53,64,13.22,2021-10-19 21:03:22,broken clouds
270,Coihaique,CL,-45.5752,-72.0662,66.99,58,2,7.99,2021-10-19 21:02:03,clear sky
271,Rocha,UY,-34.4833,-54.3333,60.42,73,16,11.92,2021-10-19 21:00:33,few clouds
272,Cap-Aux-Meules,CA,47.3821,-61.8597,50.05,71,90,8.05,2021-10-19 20:57:58,overcast clouds
273,Vignola,IT,44.483,11.0048,57.43,79,39,4.74,2021-10-19 21:03:31,scattered clouds
274,Cidreira,BR,-30.1811,-50.2056,63.16,68,3,10.31,2021-10-19 21:03:34,clear sky
275,Sitka,US,57.0531,-135.33,47.41,71,100,9.84,2021-10-19 21:01:06,overcast clouds
276,Kirensk,RU,57.7853,108.1119,34.2,99,100,4.68,2021-10-19 21:03:41,light rain
277,Kunming,CN,25.0389,102.7183,58.37,93,76,4.83,2021-10-19 21:03:43,broken clouds
278,Kununurra,AU,-15.7667,128.7333,78.78,83,41,2.3,2021-10-19 21:01:04,scattered clouds
279,Esperance,AU,-33.8667,121.9,60.64,69,74,32.06,2021-10-19 21:03:50,broken clouds
280,Chingirlau,KZ,51.095,54.0814,44.29,64,100,7.27,2021-10-19 21:03:53,overcast clouds
281,Torbay,CA,47.6666,-52.7314,52.75,87,4,3.0,2021-10-19 21:03:55,clear sky
282,Punta De Bombon,PE,-17.1717,-71.7931,65.25,76,74,7.76,2021-10-19 21:03:58,broken clouds
283,Fuengirola,ES,36.54,-4.6247,72.09,85,20,2.3,2021-10-19 20:59:31,few clouds
284,Beaupre,CA,47.0443,-70.8953,50.05,82,100,9.51,2021-10-19 21:04:02,overcast clouds
285,Poya,NC,-21.35,165.15,76.75,79,100,1.95,2021-10-19 21:04:10,moderate rain
286,Walvis Bay,NA,-22.9575,14.5053,59.09,87,100,9.93,2021-10-19 21:04:12,overcast clouds
287,Zyryanka,RU,65.75,150.85,-3.6,98,59,5.5,2021-10-19 21:04:15,broken clouds
288,Salinopolis,BR,-0.6136,-47.3561,80.31,82,70,10.71,2021-10-19 21:04:17,broken clouds
289,Waingapu,ID,-9.6567,120.2641,79.14,81,100,4.25,2021-10-19 21:04:20,overcast clouds
290,Geraldton,AU,-28.7667,114.6,63.01,59,40,18.41,2021-10-19 21:04:22,scattered clouds
291,Tezu,IN,27.9167,96.1667,72.46,93,100,1.79,2021-10-19 21:04:25,overcast clouds
292,Pisco,PE,-13.7,-76.2167,66.25,68,0,11.5,2021-10-19 21:04:28,clear sky
293,Barstow,US,34.8986,-117.0228,73.29,17,0,6.2,2021-10-19 21:04:30,clear sky
294,Kahului,US,20.8947,-156.47,84.22,65,20,19.57,2021-10-19 21:04:33,few clouds
295,Altamira,BR,-3.2033,-52.2064,77.29,85,98,2.37,2021-10-19 21:04:35,overcast clouds
296,Kichera,RU,55.9375,110.0997,28.83,92,98,0.72,2021-10-19 21:04:38,overcast clouds
297,Alyangula,AU,-13.8483,136.4192,82.27,83,75,10.36,2021-10-19 21:04:40,broken clouds
298,Ust-Maya,RU,60.4167,134.5333,14.9,94,100,3.91,2021-10-19 21:04:43,light snow
299,Sur,OM,22.5667,59.5289,82.74,51,76,9.82,2021-10-19 21:04:45,broken clouds
300,Fernley,US,39.608,-119.2518,64.27,35,98,7.94,2021-10-19 21:01:39,overcast clouds
301,Conceicao Do Araguaia,BR,-8.2578,-49.2647,85.95,51,99,1.97,2021-10-19 21:04:30,overcast clouds
302,Namibe,AO,-15.1961,12.1522,65.66,89,45,5.93,2021-10-19 21:04:52,scattered clouds
303,Nouadhibou,MR,20.931,-17.0347,69.98,87,99,15.93,2021-10-19 21:01:54,overcast clouds
304,Ullal,IN,12.8,74.85,79.75,83,40,0.0,2021-10-19 21:04:57,scattered clouds
305,Awjilah,LY,29.1081,21.2869,73.22,41,75,10.6,2021-10-19 21:05:00,broken clouds
306,Douentza,ML,14.9951,-2.9517,85.95,46,62,2.44,2021-10-19 21:05:02,broken clouds
307,Alabushevo,RU,56.01,37.15,36.63,93,90,11.18,2021-10-19 21:05:05,overcast clouds
308,Banting,MY,2.8167,101.5,78.93,88,91,2.51,2021-10-19 21:05:08,overcast clouds
309,Mana,GF,5.6592,-53.7767,81.28,76,88,7.72,2021-10-19 21:05:11,overcast clouds
310,High Prairie,CA,55.4334,-116.4858,47.79,54,100,10.25,2021-10-19 21:05:13,overcast clouds
311,Kampong Thum,KH,12.7111,104.8887,75.76,91,86,2.44,2021-10-19 21:05:16,very heavy rain
312,Kampen,NL,52.555,5.9111,63.99,86,98,17.92,2021-10-19 21:05:18,overcast clouds
313,Nuuk,GL,64.1835,-51.7216,38.01,35,2,11.5,2021-10-19 21:05:21,clear sky
314,Dolinsk,RU,47.35,142.8,31.86,76,100,12.24,2021-10-19 20:58:35,light snow
315,Honningsvag,NO,70.9821,25.9704,24.33,71,98,3.0,2021-10-19 21:05:25,light snow
316,Port-Gentil,GA,-0.7193,8.7815,78.01,82,98,11.01,2021-10-19 21:05:28,overcast clouds
317,Talnakh,RU,69.4865,88.3972,29.64,97,100,7.63,2021-10-19 21:03:07,light snow
318,Zhigansk,RU,66.7697,123.3711,30.92,98,100,11.54,2021-10-19 21:05:33,snow
319,Caravelas,BR,-17.7125,-39.2481,76.6,82,22,8.88,2021-10-19 21:05:13,few clouds
320,Evensk,RU,61.95,159.2333,10.76,75,100,8.43,2021-10-19 21:05:38,overcast clouds
321,Chemodanovka,RU,53.2316,45.2474,40.42,38,23,4.36,2021-10-19 21:05:40,few clouds
322,Sobolevo,RU,54.4299,31.8996,29.64,78,36,6.2,2021-10-19 21:03:50,scattered clouds
323,Bac Lieu,VN,9.285,105.7244,78.42,85,26,2.08,2021-10-19 21:05:50,scattered clouds
324,Baturaja,ID,-4.1333,104.1667,72.91,98,80,1.34,2021-10-19 21:05:52,broken clouds
325,Avera,US,33.194,-82.5271,78.71,30,0,1.66,2021-10-19 20:57:28,clear sky
326,Moerai,PF,-22.4333,-151.3333,76.24,84,100,17.02,2021-10-19 20:59:10,moderate rain
327,Ambon,ID,-3.6954,128.1814,77.14,94,40,3.44,2021-10-19 21:06:00,scattered clouds
328,Mirpur Sakro,PK,24.5474,67.6277,77.22,63,0,9.46,2021-10-19 21:06:02,clear sky
329,Hue,VN,16.4667,107.6,75.31,94,75,4.61,2021-10-19 21:06:05,broken clouds
330,Tanout,NE,14.9709,8.8879,89.24,16,0,7.85,2021-10-19 21:06:08,clear sky
331,Murgab,TM,37.4966,61.9714,62.1,14,99,4.88,2021-10-19 21:06:10,overcast clouds
332,Juneau,US,58.3019,-134.4197,47.84,80,100,5.32,2021-10-19 21:03:15,overcast clouds
333,Mabaruma,GY,8.2,-59.7833,79.74,83,39,4.43,2021-10-19 21:06:15,scattered clouds
334,Acoyapa,NI,11.9703,-85.1711,83.03,80,96,5.32,2021-10-19 21:06:18,overcast clouds
335,Ningxiang,CN,37.34,111.2052,42.96,83,100,2.08,2021-10-19 21:06:20,light rain
336,Izberbash,RU,42.5696,47.8645,51.85,81,100,20.51,2021-10-19 21:06:23,overcast clouds
337,Troyes,FR,48.3333,4.0833,61.14,67,0,8.05,2021-10-19 21:06:25,clear sky
338,Port Blair,IN,11.6667,92.75,80.67,84,18,6.69,2021-10-19 21:06:13,few clouds
339,Kloulklubed,PW,7.0419,134.2556,83.03,77,100,8.43,2021-10-19 21:03:13,overcast clouds
340,Acapulco,MX,16.8634,-99.8901,85.82,74,75,4.61,2021-10-19 21:05:33,broken clouds
341,Stawell,AU,-37.05,142.7667,46.27,86,35,3.2,2021-10-19 21:06:37,scattered clouds
342,Sokolo,ML,14.7328,-6.1219,88.32,44,96,6.44,2021-10-19 21:06:39,overcast clouds
343,Muravlenko,RU,63.7898,74.523,43.92,81,100,22.75,2021-10-19 21:06:42,overcast clouds
344,Orsha,BY,54.5153,30.4053,32.68,66,96,3.6,2021-10-19 21:06:45,overcast clouds
345,Coreau,BR,-3.5333,-40.6567,84.7,55,26,9.15,2021-10-19 21:06:47,scattered clouds
346,Ratnagiri,IN,16.9833,73.3,75.34,85,29,6.6,2021-10-19 21:06:50,scattered clouds
347,Hartford,US,41.7668,-72.7662,65.84,48,1,1.01,2021-10-19 21:05:51,clear sky
348,Kutum,SD,14.2,24.6667,78.4,18,48,16.26,2021-10-19 21:06:54,scattered clouds
349,Delaware,US,39.0004,-75.4999,71.17,44,1,1.01,2021-10-19 21:06:59,clear sky
350,Cabra,ES,37.4725,-4.4421,71.4,61,13,5.23,2021-10-19 21:07:02,few clouds
351,Quatre Cocos,MU,-20.2078,57.7625,73.09,75,31,8.75,2021-10-19 21:07:05,scattered clouds
352,Bandarbeyla,SO,9.4942,50.8122,77.76,85,99,8.3,2021-10-19 21:07:12,overcast clouds
353,Les Cayes,HT,18.2,-73.75,84.88,70,100,6.58,2021-10-19 21:07:15,overcast clouds
354,Presque Isle,US,46.6811,-68.0159,46.83,74,90,5.99,2021-10-19 21:03:38,overcast clouds
355,Sangar,RU,63.9242,127.4739,14.13,93,100,12.28,2021-10-19 21:07:22,light snow
356,Nazarovo,RU,56.0064,90.3914,36.9,73,49,3.27,2021-10-19 21:07:24,scattered clouds
357,Pangnirtung,CA,66.1451,-65.7125,32.0,93,90,2.3,2021-10-19 20:58:01,overcast clouds
358,Robertsport,LR,6.7533,-11.3686,79.5,84,90,7.63,2021-10-19 21:07:31,light rain
359,El Alto,PE,-4.2714,-81.2147,69.46,79,100,15.41,2021-10-19 21:07:34,overcast clouds
360,Oistins,BB,13.0667,-59.5333,84.29,61,20,13.8,2021-10-19 21:07:36,few clouds
361,Salvador,SV,13.8333,-88.9167,70.2,79,80,1.81,2021-10-19 21:07:39,broken clouds
362,Nezhinka,RU,51.7676,55.3694,41.16,81,75,8.95,2021-10-19 21:07:44,light rain
363,Ntungamo,UG,-0.8833,29.65,64.24,99,100,1.72,2021-10-19 21:07:46,moderate rain
364,Morehead,US,37.2711,-87.1764,74.3,42,1,4.61,2021-10-19 21:07:49,clear sky
365,Kabalo,CD,-6.05,26.9167,70.77,94,100,3.4,2021-10-19 21:07:53,overcast clouds
366,Tigzirt,DZ,36.8886,4.1198,66.0,57,5,10.76,2021-10-19 21:07:56,clear sky
367,Hambantota,LK,6.1241,81.1185,79.25,77,97,11.27,2021-10-19 21:07:58,overcast clouds
368,Zhezkazgan,KZ,47.8043,67.7144,48.31,40,99,7.81,2021-10-19 20:59:28,overcast clouds
369,Kayseri,TR,38.737,35.4968,46.42,76,75,8.05,2021-10-19 21:08:03,broken clouds
370,Usinsk,RU,65.9939,57.5281,30.94,89,100,7.2,2021-10-19 21:08:06,overcast clouds
371,Shimoda,JP,34.6667,138.95,55.11,70,0,22.59,2021-10-19 21:08:09,clear sky
372,Manuk Mangkaw,PH,4.8,119.85,82.99,75,100,7.05,2021-10-19 21:08:11,overcast clouds
373,Bathurst,AU,-33.4166,149.5806,51.84,76,39,1.01,2021-10-19 21:07:26,scattered clouds
374,Turka,UA,49.1541,23.0297,44.94,82,48,10.2,2021-10-19 21:08:16,scattered clouds
375,Damietta,EG,31.4165,31.8133,72.12,63,28,9.95,2021-10-19 21:08:19,scattered clouds
376,Satao,PT,40.7418,-7.7329,62.04,88,69,3.31,2021-10-19 21:08:21,broken clouds
377,Alofi,NU,-19.0595,-169.9187,75.4,62,53,17.11,2021-10-19 21:08:24,broken clouds
378,Lazaro Cardenas,MX,17.9583,-102.2,83.57,77,100,4.72,2021-10-19 21:08:26,overcast clouds
379,Pizarro,CO,4.9533,-77.366,79.38,84,100,8.95,2021-10-19 21:08:29,light rain
380,Bonavista,CA,48.6499,-53.1147,52.12,82,1,8.93,2021-10-19 21:08:34,clear sky
381,Trapani,IT,37.8333,12.6667,62.78,78,0,4.7,2021-10-19 21:08:36,clear sky
382,Grand Gaube,MU,-20.0064,57.6608,73.38,79,35,1.99,2021-10-19 21:08:39,light rain
383,Matay,EG,28.419,30.7792,72.54,49,79,17.25,2021-10-19 21:08:41,broken clouds
384,Jiayuguan,CN,39.8167,98.3,36.68,35,13,4.0,2021-10-19 21:08:44,few clouds
385,Fairbanks,US,64.8378,-147.7164,36.91,63,75,9.22,2021-10-19 21:08:47,broken clouds
386,Klaksvik,FO,62.2266,-6.589,47.32,95,100,32.7,2021-10-19 21:08:49,overcast clouds
387,Traralgon,AU,-38.1833,146.5333,57.42,91,92,1.99,2021-10-19 21:08:52,overcast clouds
388,Isangel,VU,-19.55,169.2667,78.22,85,100,9.4,2021-10-19 21:08:54,overcast clouds
389,Manono,CD,-7.3,27.4167,72.55,91,100,1.16,2021-10-19 21:08:57,overcast clouds
390,Guerrero Negro,MX,27.9769,-114.0611,70.54,54,2,16.02,2021-10-19 21:08:59,clear sky
391,Solano,US,38.2333,-121.9511,71.44,39,1,9.22,2021-10-19 21:09:02,haze
392,Husavik,IS,66.0449,-17.3389,33.37,71,100,21.99,2021-10-19 21:09:04,overcast clouds
393,Labrea,BR,-7.2586,-64.7981,82.15,74,85,2.37,2021-10-19 21:09:09,overcast clouds
394,Puerto Montt,CL,-41.4698,-72.9447,67.03,59,0,10.36,2021-10-19 21:09:12,clear sky
395,Tazmalt,DZ,36.3868,4.3989,62.22,53,1,2.19,2021-10-19 21:09:14,clear sky
396,Itarema,BR,-2.9248,-39.9167,80.33,79,22,15.03,2021-10-19 21:09:17,few clouds
397,The Valley,AI,18.217,-63.0578,85.86,74,20,8.05,2021-10-19 21:09:06,few clouds
398,Pangkalanbuun,ID,-2.6833,111.6167,73.24,98,100,1.54,2021-10-19 21:05:42,overcast clouds
399,Vanavara,RU,60.34,102.2797,34.77,93,100,7.63,2021-10-19 21:09:24,overcast clouds
400,Port Said,EG,31.2565,32.2841,74.01,62,75,11.92,2021-10-19 21:07:47,broken clouds
401,Hirara,JP,24.8,125.2833,76.95,68,84,20.85,2021-10-19 21:09:28,broken clouds
402,Gravdal,NO,68.1214,13.5031,37.96,64,100,31.99,2021-10-19 21:09:31,overcast clouds
403,Ngunguru,NZ,-35.6167,174.5,63.16,71,79,7.18,2021-10-19 21:09:34,broken clouds
404,Lichinga,MZ,-13.3128,35.2406,68.32,54,99,8.84,2021-10-19 21:09:36,overcast clouds
405,Hasaki,JP,35.7333,140.8333,54.0,88,15,8.39,2021-10-19 21:09:39,few clouds
406,Chardara,KZ,41.2547,67.9692,59.79,26,87,5.77,2021-10-19 21:09:41,overcast clouds
407,Wanning,CN,18.8003,110.3967,77.36,92,99,3.69,2021-10-19 21:09:44,overcast clouds
408,Salalah,OM,17.0151,54.0924,78.89,83,40,4.61,2021-10-19 21:09:46,scattered clouds
409,Pandan,PH,14.0453,124.1694,79.9,86,92,8.57,2021-10-19 21:09:51,heavy intensity rain
410,Srednekolymsk,RU,67.45,153.6833,-7.55,99,59,5.88,2021-10-19 21:09:53,broken clouds
411,Iskateley,RU,67.6803,53.1512,33.62,99,100,5.39,2021-10-19 21:09:56,light rain
412,Bazaliya,UA,49.7127,26.4733,45.28,92,97,5.82,2021-10-19 21:10:03,overcast clouds
413,Yarim,YE,14.298,44.3779,55.15,29,53,4.59,2021-10-19 21:10:06,broken clouds
414,Tombouctou,ML,20.0,-3.0,83.61,14,98,16.82,2021-10-19 21:10:09,overcast clouds
415,Kasongo-Lunda,CD,-6.4667,16.8167,71.02,98,100,1.14,2021-10-19 21:10:12,moderate rain
416,Maun,BW,-19.9833,23.4167,65.89,60,86,11.95,2021-10-19 21:10:14,overcast clouds
417,Muisne,EC,0.6,-80.0333,82.51,80,84,9.22,2021-10-19 21:10:17,broken clouds
418,Maceio,BR,-9.6658,-35.7353,80.04,89,20,6.91,2021-10-19 21:05:36,few clouds
419,Atasu,KZ,48.6814,71.6433,45.19,39,2,6.2,2021-10-19 21:10:22,clear sky
420,Bilma,NE,18.6853,12.9164,85.78,14,0,8.39,2021-10-19 21:10:24,clear sky
421,Paracuru,BR,-3.41,-39.0306,82.42,79,15,13.73,2021-10-19 21:10:27,few clouds
422,Yaan,NG,7.3833,8.5667,73.92,92,96,8.61,2021-10-19 21:10:30,overcast clouds
423,Sao Miguel Do Iguacu,BR,-25.3481,-54.2378,81.61,87,47,5.35,2021-10-19 21:10:32,scattered clouds
424,Kenai,US,60.5544,-151.2583,42.03,72,40,23.02,2021-10-19 21:10:35,scattered clouds
425,Presidente Epitacio,BR,-21.7633,-52.1156,71.83,73,96,10.45,2021-10-19 21:10:37,overcast clouds
426,Buala,SB,-8.145,159.5921,82.11,74,99,2.44,2021-10-19 21:10:40,overcast clouds
427,Ancud,CL,-41.8697,-73.8203,58.48,81,27,5.88,2021-10-19 21:03:50,scattered clouds
428,Port Hedland,AU,-20.3167,118.5667,69.85,68,100,8.05,2021-10-19 21:10:45,overcast clouds
429,Hualmay,PE,-11.0964,-77.6139,67.44,75,30,8.32,2021-10-19 21:10:47,scattered clouds
430,Ordu,TR,40.9086,37.6845,43.3,92,100,3.31,2021-10-19 21:10:50,overcast clouds
431,Bentiu,SS,9.2333,29.8333,77.74,62,78,3.62,2021-10-19 21:10:52,broken clouds
432,Guaymas,MX,27.9333,-110.9,84.45,65,1,11.5,2021-10-19 21:10:55,clear sky
433,Henties Bay,NA,-22.116,14.2845,58.86,90,95,8.63,2021-10-19 21:10:57,overcast clouds
434,Rio Grande,BR,-32.035,-52.0986,66.31,68,11,11.18,2021-10-19 21:11:00,few clouds
435,Yar-Sale,RU,66.8333,70.8333,34.25,99,100,4.05,2021-10-19 21:11:03,light rain
436,Mumbwa,ZM,-14.9783,27.0619,70.88,56,37,9.62,2021-10-19 21:11:05,scattered clouds
437,Dali,CN,25.7,100.1833,59.18,94,95,6.31,2021-10-19 21:02:27,overcast clouds
438,Kungurtug,RU,50.5994,97.5228,23.05,78,3,2.48,2021-10-19 21:11:12,clear sky
439,Aykhal,RU,66.0,111.5,28.62,94,97,17.43,2021-10-19 21:05:15,overcast clouds
440,Cayenne,GF,4.9333,-52.3333,84.24,78,75,1.01,2021-10-19 21:00:07,broken clouds
441,Livani,LV,56.3543,26.1758,40.03,71,98,7.38,2021-10-19 21:11:22,overcast clouds
442,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.89,90,100,16.08,2021-10-19 21:11:24,overcast clouds
443,Cabedelo,BR,-6.9811,-34.8339,81.27,78,49,13.18,2021-10-19 21:04:37,scattered clouds
444,Mogadishu,SO,2.0371,45.3438,78.53,85,100,8.93,2021-10-19 21:00:25,light rain
445,Anadyr,RU,64.75,177.4833,25.3,92,75,15.01,2021-10-19 21:11:31,snow
