City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date,Current Description
446,Holic,SK,48.8111,17.1624,52.47,76,100,6.73,2021-10-19 21:11:34,overcast clouds
447,Rocky Mountain House,CA,52.3668,-114.9188,45.82,47,66,16.35,2021-10-19 21:11:36,broken clouds
448,Beloha,MG,-25.1667,45.05,66.42,78,96,10.94,2021-10-19 21:06:41,overcast clouds
449,Lukoyanov,RU,55.0277,44.4786,30.97,85,89,6.35,2021-10-19 21:11:41,overcast clouds
450,Sandpoint,US,48.2766,-116.5533,69.44,39,1,1.01,2021-10-19 21:07:10,clear sky
451,Prainha,BR,-1.8,-53.48,82.89,68,74,4.07,2021-10-19 21:11:46,light rain
452,Parabel,RU,58.6978,81.4825,43.57,80,96,10.67,2021-10-19 21:11:49,overcast clouds
453,Chicama,PE,-7.8447,-79.1469,59.54,63,59,9.89,2021-10-19 21:11:51,broken clouds
454,Boat Of Garten,GB,57.2491,-3.759,56.5,89,61,7.78,2021-10-19 21:11:54,broken clouds
455,Aspindza,GE,41.5739,43.2483,44.65,92,100,2.39,2021-10-19 21:11:57,overcast clouds
456,Bocas Del Toro,PA,9.3333,-82.25,81.07,72,97,5.59,2021-10-19 21:09:36,overcast clouds
457,Ostrovnoy,RU,68.0531,39.5131,35.31,62,100,19.6,2021-10-19 21:12:01,light rain
458,Maldonado,UY,-34.6667,-54.9167,65.23,72,18,12.17,2021-10-19 21:08:26,few clouds
459,Banda Aceh,ID,5.5577,95.3222,79.02,81,97,4.88,2021-10-19 21:12:09,overcast clouds
460,Turayf,SA,31.6725,38.6637,63.75,51,4,10.8,2021-10-19 21:12:11,clear sky
461,Pangai,TO,-19.8,-174.35,76.17,63,92,17.43,2021-10-19 21:12:13,overcast clouds
462,Harqalah,TN,36.0303,10.509,69.66,63,20,6.91,2021-10-19 21:12:16,few clouds
463,Starosubkhangulovo,RU,53.1031,57.4423,43.81,95,100,0.18,2021-10-19 21:12:18,overcast clouds
464,Irece,BR,-11.3042,-41.8558,84.07,36,98,5.55,2021-10-19 21:12:21,overcast clouds
465,Helong,CN,42.5397,128.9972,27.03,67,0,5.17,2021-10-19 21:12:23,clear sky
466,Hailey,US,43.5196,-114.3153,57.06,46,1,11.5,2021-10-19 21:11:21,clear sky
467,Rabo De Peixe,PT,37.8,-25.5833,65.71,72,20,5.75,2021-10-19 21:12:30,few clouds
468,Castro Daire,PT,40.8984,-7.9338,63.59,86,69,3.11,2021-10-19 21:12:33,broken clouds
469,Yarada,IN,17.65,83.2667,80.92,94,75,3.44,2021-10-19 21:12:35,light rain
470,Phra Phutthabat,TH,14.7253,100.7954,79.83,92,100,2.08,2021-10-19 21:12:38,overcast clouds
471,Mandalgovi,MN,45.7625,106.2708,29.41,53,0,9.37,2021-10-19 21:08:07,clear sky
472,Liaocheng,CN,36.4439,115.9647,48.65,61,100,3.13,2021-10-19 21:12:45,overcast clouds
473,Bermeo,ES,43.4209,-2.7215,77.2,66,30,12.59,2021-10-19 21:03:56,scattered clouds
474,Westport,US,41.1415,-73.3579,68.05,49,3,1.99,2021-10-19 21:00:19,clear sky
475,Gouyave,GD,12.1646,-61.7296,81.68,74,83,12.3,2021-10-19 21:12:52,broken clouds
476,Saint Anthony,US,45.0205,-93.218,76.3,42,1,1.99,2021-10-19 21:12:55,clear sky
477,Luchow,DE,52.9667,11.15,59.59,93,100,12.37,2021-10-19 21:12:57,overcast clouds
478,Paragominas,BR,-2.9667,-47.4833,75.67,87,63,1.3,2021-10-19 21:13:02,moderate rain
479,Paita,PE,-5.0892,-81.1144,72.16,76,100,17.11,2021-10-19 21:13:05,overcast clouds
480,Goderich,CA,43.7501,-81.7165,67.91,67,33,10.74,2021-10-19 21:13:07,scattered clouds
481,North Bend,US,43.4065,-124.2243,62.15,55,1,6.91,2021-10-19 21:13:10,clear sky
482,Tuatapere,NZ,-46.1333,167.6833,48.36,59,57,1.39,2021-10-19 21:13:12,broken clouds
483,Bilibino,RU,68.0546,166.4372,2.84,97,100,2.98,2021-10-19 21:13:15,overcast clouds
484,Guanica,PR,17.9716,-66.908,88.14,87,74,5.99,2021-10-19 21:13:17,broken clouds
485,Tabory,RU,58.5198,64.5495,46.02,86,100,4.29,2021-10-19 21:13:20,overcast clouds
486,Kempele,FI,64.9131,25.5034,27.12,86,0,6.91,2021-10-19 21:13:22,clear sky
487,Calbuco,CL,-41.768,-73.1273,67.21,89,35,6.64,2021-10-19 21:13:25,scattered clouds
488,Dalbandin,PK,28.8947,64.4101,69.42,8,0,3.87,2021-10-19 21:13:27,clear sky
489,Atar,MR,20.5169,-13.0499,87.35,10,3,7.92,2021-10-19 21:13:30,clear sky
490,Karatau,KZ,43.1667,70.4667,53.78,25,79,6.38,2021-10-19 21:13:32,broken clouds
491,Chandbali,IN,20.7833,86.7667,78.87,89,100,4.5,2021-10-19 21:13:35,light rain
492,Biak,ID,-0.9131,122.8766,76.12,82,82,3.33,2021-10-19 21:13:37,broken clouds
493,Temba,ZA,-25.3803,28.2631,64.11,59,4,10.11,2021-10-19 21:13:40,clear sky
494,Sisimiut,GL,66.9395,-53.6735,31.37,59,100,10.36,2021-10-19 21:13:43,overcast clouds
495,Laerdalsoyri,NO,61.098,7.4816,43.43,100,100,6.13,2021-10-19 21:13:45,light rain
496,Bambamarca,PE,-6.6833,-78.5333,60.57,95,96,6.29,2021-10-19 21:13:48,light rain
497,Cherdyn,RU,60.403,56.4787,32.56,85,95,5.95,2021-10-19 21:13:50,overcast clouds
498,San Jose,US,37.3394,-121.895,72.01,35,75,9.22,2021-10-19 21:11:35,broken clouds
499,Rundu,NA,-17.9333,19.7667,75.33,51,90,13.29,2021-10-19 21:13:55,overcast clouds
500,Kushiro,JP,42.975,144.3747,49.03,95,100,9.6,2021-10-19 21:13:57,moderate rain
501,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,42,0,18.41,2021-10-19 21:14:00,clear sky
502,Kruisfontein,ZA,-34.0033,24.7314,58.89,88,0,7.45,2021-10-19 21:14:03,clear sky
503,Novonikolayevskiy,RU,50.9738,42.3649,37.31,68,95,9.1,2021-10-19 21:14:05,overcast clouds
504,Ostrow Mazowiecka,PL,52.8024,21.8951,47.43,83,100,9.19,2021-10-19 21:14:08,overcast clouds
505,Cockburn Town,TC,21.4612,-71.1419,81.91,76,85,11.5,2021-10-19 21:13:04,overcast clouds
506,Ahipara,NZ,-35.1667,173.1667,62.2,67,91,4.36,2021-10-19 21:14:13,overcast clouds
507,Churapcha,RU,62.0025,132.4325,16.88,95,100,4.88,2021-10-19 21:14:15,overcast clouds
508,Paamiut,GL,61.994,-49.6678,38.73,60,0,4.07,2021-10-19 21:14:18,clear sky
509,Bar Harbor,US,44.3876,-68.2039,51.03,59,90,13.0,2021-10-19 21:14:21,overcast clouds
510,Naze,JP,28.3667,129.4833,68.74,61,97,15.79,2021-10-19 21:14:23,overcast clouds
511,Soke,ML,13.598,-5.9386,79.74,68,100,12.01,2021-10-19 21:14:26,overcast clouds
512,Ust-Kulom,RU,61.6864,53.6902,33.28,96,100,6.98,2021-10-19 21:14:28,overcast clouds
513,Bowen,AU,-20.0167,148.2333,78.01,83,65,5.82,2021-10-19 21:14:31,broken clouds
514,Floresti,MD,47.8933,28.3014,48.52,81,100,2.24,2021-10-19 21:14:33,light rain
515,Povenets,RU,62.8487,34.8262,30.02,81,22,6.55,2021-10-19 21:14:36,few clouds
516,Vila Velha,BR,-20.3297,-40.2925,73.35,88,90,9.22,2021-10-19 21:13:13,overcast clouds
517,Shitanjing,CN,39.2342,106.3439,38.84,38,8,5.26,2021-10-19 21:14:41,clear sky
518,Charters Towers,AU,-20.1,146.2667,73.53,82,90,6.44,2021-10-19 21:14:43,overcast clouds
519,Oussouye,SN,12.485,-16.5469,82.26,73,57,9.08,2021-10-19 21:14:46,broken clouds
520,Marrakesh,MA,31.6315,-8.0083,78.87,34,0,4.61,2021-10-19 21:12:41,clear sky
521,Belgrade,RS,44.804,20.4651,46.06,87,56,4.61,2021-10-19 21:14:53,broken clouds
522,Trelew,AR,-43.249,-65.3051,75.81,25,1,14.56,2021-10-19 21:14:55,clear sky
523,Karoi,ZW,-16.8099,29.6925,65.55,64,34,6.2,2021-10-19 21:14:58,scattered clouds
524,Oyama,JP,36.3,139.8,59.59,87,19,2.53,2021-10-19 21:15:00,few clouds
525,Kamenka,RU,51.3223,42.7678,37.72,70,99,8.88,2021-10-19 21:15:03,overcast clouds
526,Pipar,IN,26.3856,73.5378,76.78,36,0,5.91,2021-10-19 21:15:06,clear sky
527,Kochinda,IN,21.7333,84.35,76.33,91,95,3.02,2021-10-19 21:15:11,overcast clouds
528,Richards Bay,ZA,-28.783,32.0377,58.95,75,32,3.83,2021-10-19 21:15:14,scattered clouds
529,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,57,0,10.36,2021-10-19 21:15:17,clear sky
530,Griffith,US,41.5284,-87.4237,73.04,44,1,1.99,2021-10-19 21:15:19,clear sky
531,Santa Maria,BR,-29.6842,-53.8069,66.06,69,0,4.29,2021-10-19 21:15:22,clear sky
532,Dawei,MM,14.0833,98.2,74.7,93,45,2.82,2021-10-19 21:15:24,scattered clouds
533,Glotovka,RU,53.9491,46.7042,29.59,95,22,4.83,2021-10-19 21:15:27,few clouds
534,Norsup,VU,-16.0667,167.3833,80.47,79,100,12.41,2021-10-19 21:15:29,overcast clouds
535,Goundam,ML,16.4145,-3.6708,92.41,27,74,4.88,2021-10-19 21:15:32,broken clouds
536,Broken Hill,AU,-31.95,141.4333,56.46,40,99,10.54,2021-10-19 21:15:37,overcast clouds
537,Poso,ID,-1.3959,120.7524,76.42,81,76,3.85,2021-10-19 21:15:39,broken clouds
538,Kiunga,PG,-6.1219,141.2906,73.22,99,94,0.65,2021-10-19 21:15:42,heavy intensity rain
539,Luganville,VU,-15.5333,167.1667,80.51,78,100,9.06,2021-10-19 21:15:44,overcast clouds
540,Qidong,CN,31.8128,121.6561,60.04,58,100,11.1,2021-10-19 21:15:47,light rain
541,Ndele,CF,8.4109,20.6473,70.12,93,100,4.23,2021-10-19 21:15:49,light rain
542,Waiuku,NZ,-37.25,174.75,64.09,73,100,3.02,2021-10-19 21:15:52,overcast clouds
543,Tiarei,PF,-17.5333,-149.3333,84.22,75,100,14.61,2021-10-19 21:15:55,overcast clouds
544,Muroto,JP,33.2833,134.15,61.86,63,98,15.61,2021-10-19 21:15:57,overcast clouds
545,Horodok,UA,49.1637,26.5839,47.21,91,100,5.14,2021-10-19 21:16:00,overcast clouds
546,Seddon,AU,-37.8068,144.8916,56.79,92,20,1.01,2021-10-19 21:16:02,few clouds
547,Shellbrook,CA,53.2168,-106.4011,42.03,32,22,5.75,2021-10-19 21:16:05,few clouds
548,Vysokogornyy,RU,50.1167,139.15,9.61,92,12,1.34,2021-10-19 21:16:08,few clouds
549,Mulanje,MW,-16.0316,35.5,68.18,81,82,10.16,2021-10-19 21:16:13,broken clouds
550,Nata,PA,8.3333,-80.5167,84.07,80,90,7.36,2021-10-19 21:16:15,overcast clouds
551,Katobu,ID,-4.9408,122.5276,74.55,93,55,1.77,2021-10-19 21:16:18,broken clouds
552,Axim,GH,4.8699,-2.2405,78.84,85,100,5.77,2021-10-19 21:16:20,overcast clouds
553,Santana Do Livramento,BR,-30.8908,-55.5328,65.12,69,92,6.76,2021-10-19 21:16:25,overcast clouds
554,Strezhevoy,RU,60.7333,77.5889,48.18,71,100,13.49,2021-10-19 21:16:27,overcast clouds
555,Kedrovyy,RU,56.1667,91.8167,25.21,79,50,3.83,2021-10-19 21:16:30,scattered clouds
556,Havoysund,NO,70.9963,24.6622,27.48,75,99,5.35,2021-10-19 21:16:35,light snow
557,Mathathane,BW,-22.2687,28.7495,55.94,71,99,13.89,2021-10-19 21:16:37,overcast clouds
558,Ubauro,PK,28.1652,69.7289,77.83,12,0,7.2,2021-10-19 21:16:40,clear sky
559,Espanola,US,35.9911,-106.0806,67.28,17,0,15.79,2021-10-19 21:16:42,clear sky
560,Hengshui,CN,37.7322,115.7011,45.48,66,100,5.12,2021-10-19 21:16:45,overcast clouds
561,Maumere,ID,-8.6199,122.2111,80.22,82,100,5.88,2021-10-19 21:16:47,overcast clouds
562,Gidole,ET,5.65,37.3667,60.1,62,96,2.84,2021-10-19 21:16:16,overcast clouds
563,Turiacu,BR,-1.6633,-45.3717,80.98,71,85,7.11,2021-10-19 21:16:52,overcast clouds
564,Bani Walid,LY,31.7566,13.9942,66.9,73,77,11.36,2021-10-19 21:16:57,broken clouds
565,Novopokrovka,UA,49.8425,36.5477,35.98,70,16,7.52,2021-10-19 21:17:00,few clouds
566,Sassandra,CI,4.95,-6.0833,76.41,91,53,6.67,2021-10-19 21:17:04,light rain
567,Mitchell,US,43.7094,-98.0298,71.58,45,1,3.0,2021-10-19 21:15:31,clear sky
568,Vao,NC,-22.6667,167.4833,73.26,86,100,6.67,2021-10-19 21:17:09,overcast clouds
569,Xam Nua,LA,20.4197,104.0439,63.3,99,100,2.06,2021-10-19 21:17:11,overcast clouds
570,Shalyhyne,UA,51.5717,34.1217,33.75,79,11,7.94,2021-10-19 21:17:16,few clouds
571,Aquiraz,BR,-3.9014,-38.3911,85.21,66,50,12.12,2021-10-19 21:17:19,scattered clouds
572,Sulangan,PH,11.1373,123.7228,82.9,79,100,10.54,2021-10-19 21:17:21,overcast clouds
573,Iqaluit,CA,63.7506,-68.5145,35.33,87,90,17.0,2021-10-19 21:17:24,overcast clouds
574,Razdolinsk,RU,58.4211,94.6658,33.76,97,93,3.24,2021-10-19 21:17:26,overcast clouds
575,Ovre Ardal,NO,61.3167,7.8,41.7,100,100,5.21,2021-10-19 21:17:29,light rain
576,Santona,ES,43.4439,-3.4576,80.53,70,16,5.32,2021-10-19 21:17:32,few clouds
577,Pitimbu,BR,-7.4706,-34.8086,81.19,80,61,12.57,2021-10-19 21:17:34,broken clouds
578,Baruun-Urt,MN,46.6806,113.2792,27.81,60,4,4.29,2021-10-19 21:17:36,clear sky
579,Russell,US,32.3502,-85.1999,78.96,47,1,0.0,2021-10-19 21:15:05,clear sky
580,Brae,GB,60.3964,-1.353,53.51,99,100,11.27,2021-10-19 21:17:41,overcast clouds
581,Tamale,GH,9.4008,-0.8393,79.81,72,48,5.14,2021-10-19 21:17:44,scattered clouds
582,Laguna,US,38.421,-121.4238,71.22,40,1,3.0,2021-10-19 21:17:47,clear sky
583,Irbeyskoye,RU,55.6428,95.4522,29.05,92,45,3.29,2021-10-19 21:17:49,scattered clouds
584,Soyo,AO,-6.1349,12.3689,76.44,84,64,8.23,2021-10-19 21:17:52,broken clouds
585,Djibo,BF,14.1022,-1.6306,87.1,45,24,6.35,2021-10-19 21:17:54,few clouds
586,Abu Kamal,SY,34.4506,40.9171,72.07,42,0,8.3,2021-10-19 21:17:57,clear sky
587,Shihezi,CN,44.3,86.0333,50.95,31,99,3.42,2021-10-19 21:17:59,overcast clouds
588,Birao,CF,10.2849,22.7882,78.51,62,55,5.26,2021-10-19 21:18:04,broken clouds
589,Roald,NO,62.5833,6.1333,52.11,93,75,8.05,2021-10-19 21:18:07,light rain
590,Torbat-E Jam,IR,35.244,60.6225,55.81,14,10,1.74,2021-10-19 21:18:09,clear sky
591,Bud,US,39.447,-86.1758,69.22,55,92,6.67,2021-10-19 21:18:12,overcast clouds
592,Tanete,ID,-3.9443,119.7848,74.44,97,83,3.47,2021-10-19 21:18:14,broken clouds
593,Anshun,CN,26.25,105.9333,61.97,96,100,12.57,2021-10-19 21:18:17,overcast clouds
594,Neryungri,RU,56.6709,124.6491,15.3,96,85,3.47,2021-10-19 21:18:20,overcast clouds
595,Kalanguy,RU,51.0167,116.5167,19.08,86,34,2.77,2021-10-19 21:18:22,scattered clouds
596,Turan,VN,16.0678,108.2208,76.98,88,40,3.44,2021-10-19 21:18:25,scattered clouds
597,Antofagasta,CL,-23.65,-70.4,60.08,68,6,5.19,2021-10-19 21:18:27,clear sky
598,Mehran,IR,33.1222,46.1646,65.68,33,0,7.96,2021-10-19 21:18:30,clear sky
599,Swellendam,ZA,-34.0226,20.4417,57.49,77,0,5.61,2021-10-19 21:18:32,clear sky
600,Mahebourg,MU,-20.4081,57.7,72.25,83,40,5.75,2021-10-19 21:18:35,scattered clouds
601,Poum,NC,-20.2333,164.0167,76.03,81,100,9.42,2021-10-19 21:18:37,overcast clouds
602,Tonj,SS,7.2737,28.6822,73.96,80,81,3.36,2021-10-19 21:18:40,broken clouds
603,America Dourada,BR,-11.4553,-41.4361,79.79,46,82,1.07,2021-10-19 21:18:42,broken clouds
604,Omboue,GA,-1.5746,9.2618,75.81,84,86,5.88,2021-10-19 21:18:45,overcast clouds
605,Zoniana,GR,35.295,24.8294,59.05,81,6,7.45,2021-10-19 21:18:47,clear sky
606,Shebunino,RU,46.4339,141.8603,35.17,81,100,12.46,2021-10-19 21:18:50,light snow
607,Plastun,RU,44.7561,136.2939,23.99,69,63,7.23,2021-10-19 21:18:53,broken clouds
608,Mankapur,IN,27.0333,82.2333,74.44,95,100,4.16,2021-10-19 21:18:55,overcast clouds
609,Lahij,YE,13.1667,44.5833,79.84,71,52,4.47,2021-10-19 21:18:58,broken clouds
610,Ostersund,SE,63.1792,14.6357,34.61,100,90,12.66,2021-10-19 21:19:00,drizzle
611,Babina,IN,25.25,78.4667,73.29,76,60,5.01,2021-10-19 21:19:03,broken clouds
612,Mitsamiouli,KM,-11.3847,43.2844,76.8,77,87,6.71,2021-10-19 21:19:05,overcast clouds
613,Fethiye,TR,36.6217,29.1164,60.67,53,1,5.41,2021-10-19 21:19:08,clear sky
614,Hudson Bay,CA,52.85,-102.3842,43.92,39,6,6.11,2021-10-19 21:19:10,clear sky
615,Albanel,CA,48.8832,-72.4487,46.54,81,100,13.8,2021-10-19 21:19:13,overcast clouds
616,Sinnamary,GF,5.3833,-52.95,81.34,76,94,7.52,2021-10-19 21:19:15,light rain
617,Murray Bridge,AU,-35.1167,139.2667,64.45,53,100,14.47,2021-10-19 21:19:18,overcast clouds
618,Filadelfia,US,39.9523,-75.1638,70.2,45,1,4.0,2021-10-19 21:19:20,clear sky
619,Bonito,BR,-21.1211,-56.4819,82.0,30,1,9.95,2021-10-19 21:19:23,clear sky
620,Huarmey,PE,-10.0681,-78.1522,68.05,76,85,7.31,2021-10-19 21:19:25,overcast clouds
621,Gornopravdinsk,RU,60.05,69.9,45.46,66,94,8.08,2021-10-19 21:19:28,overcast clouds
622,Rawson,AR,-43.3002,-65.1023,67.8,41,1,14.23,2021-10-19 21:19:33,clear sky
623,Suhbaatar,MN,50.2314,106.2078,30.92,76,1,1.43,2021-10-19 21:19:35,clear sky
624,Woodward,US,36.4337,-99.3904,81.63,46,1,21.85,2021-10-19 21:19:38,clear sky
625,Capao Da Canoa,BR,-29.7456,-50.0097,63.39,70,25,7.76,2021-10-19 21:19:43,scattered clouds
626,Waw,SS,7.7029,27.9953,76.03,74,94,3.83,2021-10-19 21:19:45,overcast clouds
627,Buique,BR,-8.6231,-37.1558,79.23,45,100,11.32,2021-10-19 21:19:48,overcast clouds
628,Florianopolis,BR,-27.6146,-48.5012,66.43,51,90,8.05,2021-10-19 21:19:03,overcast clouds
629,Pombas,CV,17.1503,-25.0201,78.58,75,2,9.6,2021-10-19 21:19:52,clear sky
630,Amboasary,MG,-25.0333,46.3833,71.44,84,100,11.12,2021-10-19 21:19:55,light rain
631,Inyonga,TZ,-6.7167,32.0667,76.24,47,100,2.51,2021-10-19 21:19:57,overcast clouds
632,Raga,SS,8.4596,25.678,73.69,82,100,4.0,2021-10-19 21:20:00,overcast clouds
633,Cubuk,TR,40.2386,33.0322,47.95,66,40,6.91,2021-10-19 21:20:03,scattered clouds
634,Makinsk,KZ,52.6292,70.4169,40.75,52,86,6.91,2021-10-19 21:20:06,overcast clouds
635,Piacabucu,BR,-10.4056,-36.4344,77.67,82,100,11.1,2021-10-19 21:20:09,overcast clouds
636,Lumeje,AO,-11.55,20.7833,68.59,75,42,5.1,2021-10-19 21:20:12,scattered clouds
637,Werda,BW,-25.2667,23.2833,65.7,52,0,18.86,2021-10-19 21:20:14,clear sky
638,Oktyabrskoye,RU,43.0645,44.7417,42.94,93,100,6.71,2021-10-19 21:20:17,light intensity drizzle
639,Slave Lake,CA,55.2834,-114.769,42.78,70,90,11.5,2021-10-19 21:20:20,overcast clouds
640,Middelburg,ZA,-25.7751,29.4648,55.09,62,55,9.1,2021-10-19 21:20:22,broken clouds
641,Taketa,JP,32.9652,131.3785,50.18,87,86,3.83,2021-10-19 21:20:25,overcast clouds
642,Boa Vista,BR,2.8197,-60.6733,82.38,74,75,9.22,2021-10-19 21:20:27,moderate rain
643,Hami,CN,42.8,93.45,53.17,23,3,6.08,2021-10-19 21:20:30,clear sky
644,Huangzhai,CN,38.0751,112.6595,41.41,79,100,2.57,2021-10-19 21:20:33,light rain
645,Morondava,MG,-20.2833,44.2833,78.06,70,30,12.28,2021-10-19 21:20:35,scattered clouds
646,Cape Coast,GH,5.1053,-1.2466,78.78,85,99,7.54,2021-10-19 21:20:38,overcast clouds
647,Aquitania,CO,5.5197,-72.8875,52.41,87,90,4.38,2021-10-19 21:20:43,overcast clouds
648,Sakakah,SA,29.9697,40.2064,72.97,34,0,8.01,2021-10-19 21:20:45,clear sky
649,Solnechnyy,RU,50.7214,136.6319,19.02,82,69,2.26,2021-10-19 21:20:47,broken clouds
650,Kenora,CA,49.8167,-94.4337,48.18,66,90,10.36,2021-10-19 21:15:53,overcast clouds
651,Sungaipenuh,ID,-2.0833,101.3833,64.24,97,94,0.56,2021-10-19 21:20:52,overcast clouds
652,Alice Springs,AU,-23.7,133.8833,81.95,32,58,5.75,2021-10-19 21:20:15,broken clouds
653,Salasu De Sus,RO,45.5167,22.95,46.17,73,82,4.43,2021-10-19 21:20:57,light rain
654,Narsaq,GL,60.9167,-46.05,41.22,44,0,5.28,2021-10-19 21:21:00,clear sky
655,Redmond,US,47.674,-122.1215,64.24,63,13,1.99,2021-10-19 21:17:57,few clouds
656,Barabai,ID,-2.5833,115.3833,73.63,98,98,1.03,2021-10-19 21:21:04,overcast clouds
657,Camabatela,AO,-8.1881,15.375,63.39,95,80,3.87,2021-10-19 21:21:07,light rain
658,San Rafael,AR,-34.6177,-68.3301,82.65,13,0,15.26,2021-10-19 21:21:09,clear sky
659,Allapalli,IN,19.4167,80.0667,71.26,95,98,2.48,2021-10-19 21:21:12,overcast clouds
660,Nemuro,JP,43.3236,145.575,53.91,86,96,15.41,2021-10-19 21:21:14,overcast clouds
661,Chulman,RU,56.8479,124.9104,17.69,98,97,3.15,2021-10-19 21:21:17,overcast clouds
662,Vardo,NO,70.3705,31.1107,24.55,58,94,14.25,2021-10-19 21:21:19,overcast clouds
663,Lodja,CD,-3.4833,23.4333,67.3,99,96,1.25,2021-10-19 21:21:22,overcast clouds
664,Sosua,DO,19.7667,-70.5167,85.98,79,75,5.75,2021-10-19 21:21:25,broken clouds
665,Taltal,CL,-25.4,-70.4833,62.76,64,27,4.18,2021-10-19 21:21:27,scattered clouds
666,Grand-Santi,GF,4.25,-54.3833,82.78,66,93,0.89,2021-10-19 21:21:30,overcast clouds
667,Wittstock,DE,53.1612,12.4829,59.54,95,100,13.85,2021-10-19 21:21:32,overcast clouds
668,Emba,KZ,48.8264,58.1442,49.73,70,100,8.14,2021-10-19 21:21:35,overcast clouds
669,Beidao,CN,34.5686,105.8933,45.54,92,100,1.25,2021-10-19 21:21:37,light rain
